,current_complaint_category,days_open,incident_location,cr_id
50504,EXCESSIVE FORCE / ON DUTY - INJURY,611,PARK PROPERTY,1055109
50505,OPEN HAND STRIKE (SLAP),436,STREET,1055598
50506,MISCELLANEOUS,298,SIDEWALK,1054985
50507,DOMESTIC ALTERCATION - PHYSICAL ABUSE,706,RESIDENCE,1055829
50508,EXCESSIVE FORCE / ON DUTY - INJURY,78,POLICE FACILITY/VEH PARKING LOT,1054718
50509,MISCELLANEOUS,528,POLICE FACILITY/VEH PARKING LOT,1055042
50510,PUSH/PULL/GRAB,729,RESIDENCE,1055079
50511,EXCESSIVE FORCE / ON DUTY - INJURY,310,RESIDENCE,1054999
50512,VEHICLE,892,STREET,1054790
50513,INJURY,732,RESIDENCE,1055541
50514,CLOSED HAND STRIKE (PUNCH),106,POLICE FACILITY/VEH PARKING LOT,1054561
50515,PUSH/PULL/GRAB,719,RESIDENCE,1054603
50516,MISCELLANEOUS,528,STREET,1055042
50517,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,18,POLICE FACILITY/VEH PARKING LOT,1056125
50518,EXCESSIVE FORCE / ON DUTY - NO INJURY,1605,OTHER,1028646
50519,EXCESSIVE FORCE / ON DUTY - INJURY,945,SIDEWALK,1054598
50520,EXCESSIVE FORCE / ON DUTY - INJURY,837,STREET,1055674
50521,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,1019,RESIDENCE,1055463
50522,PUSH/PULL/GRAB,865,STREET,1055663
50523,EXCESSIVE FORCE / ON DUTY - INJURY,611,PARK PROPERTY,1055109
50524,DRAGGED,1052,APARTMENT,1054643
50525,TAKE DOWN (THROWN TO GROUND),625,CHA PARKING LOT/GROUNDS,1055200
50526,ILLEGAL ARREST / FALSE ARREST,861,POLICE FACILITY/VEH PARKING LOT,1055376
50527,DOMESTIC INCIDENT - NOT PHYSICAL,1174,OTHER,1027928
50528,CLOSED HAND STRIKE (PUNCH),822,JAIL / LOCK-UP FACILITY,1055542
50529,EXCESSIVE FORCE / ON DUTY - INJURY,1017,STREET,1054496
50530,STOMPED / STEPPED ON,843,STREET,1054149
50531,EXCESSIVE FORCE / ON DUTY - NO INJURY,1012,STREET,1056113
50532,EXCESSIVE FORCE / ON DUTY - INJURY,357,STREET,1054108
50533,KNEE STRIKE,200,RESIDENCE PORCH/HALLWAY,1054469
50534,EXCESSIVE FORCE / ON DUTY - INJURY,154,STREET,1054394
50535,ILLEGAL ARREST / FALSE ARREST,861,STREET,1055376
50536,EXCESSIVE FORCE / ON DUTY - INJURY,219,STREET,1054315
50537,EXCESSIVE FORCE / ON DUTY - INJURY,123,SIDEWALK,1055154
50538,MISCELLANEOUS,528,STREET,1055042
50539,DOMESTIC INCIDENT - NOT PHYSICAL,1174,PARK PROPERTY,1027928
50540,EXCESSIVE FORCE / ON DUTY - INJURY,246,SMALL RETAIL STORE,1055611
50541,CLOSED HAND STRIKE (PUNCH),1009,STREET,1055915
50542,TASER (PROBE DISCHARGE),546,STREET,1055708
50543,EXCESSIVE FORCE / OFF DUTY - NO INJURY,300,LAKEFRONT/WATERFRONT/RIVERBANK,1055460
50544,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,885,STREET,1055398
50545,ILLEGAL ARREST / FALSE ARREST,861,POLICE FACILITY/VEH PARKING LOT,1055376
50546,MISCELLANEOUS,503,STREET,1055947
50547,MISCELLANEOUS,100,STREET,1054918
50548,TAKE DOWN (THROWN TO GROUND),276,PARK PROPERTY,1055317
50549,EXCESSIVE FORCE / ON DUTY - NO INJURY,370,SIDEWALK,1055842
50550,DOMESTIC ALTERCATION - PHYSICAL ABUSE,1443,RESIDENCE,1053870
50551,EXCESSIVE FORCE / ON DUTY - NO INJURY,428,SIDEWALK,1054935
50552,EXCESSIVE FORCE / ON DUTY - NO INJURY,737,VACANT LOT/LAND,1055548
50553,INJURY,647,RESIDENCE,1043770
50554,IMPACT WEAPON - AUTHORIZED (BATON / ASP),477,RESIDENCE,1055302
50555,ILLEGAL ARREST / FALSE ARREST,861,STREET,1055376
50556,CLOSED HAND STRIKE (PUNCH),632,STREET,1055462
50557,MISCELLANEOUS,95,RESIDENTIAL YARD (FRONT/BACK),1054987
50558,CHOKED,386,STREET,1055412
50559,EXCESSIVE FORCE / ON DUTY - INJURY,717,STREET,1055533
50560,UNNECESSARY PHYSICAL CONTACT / OFF DUTY - NO INJURY,59,STREET,1055706
50561,EXCESSIVE FORCE / ON DUTY - INJURY,177,CTA PLATFORM,1055339
50562,PUSH/PULL/GRAB,84,PARK PROPERTY,1055276
50563,MISCELLANEOUS,528,POLICE FACILITY/VEH PARKING LOT,1055042
50564,EXCESSIVE FORCE / ON DUTY - INJURY,288,STREET,1055381
50565,TAKE DOWN (THROWN TO GROUND),443,SIDEWALK,1055400
50566,KICKED,413,ALLEY,1056160
50567,NO INJURY,1004,RESIDENCE,1055917
50568,CIVIL SUITS - THIRD PARTY ,758,STREET,1054693
50570,EXCESSIVE FORCE / OFF DUTY - INJURY,526,BAR OR TAVERN,1055737
50571,CLOSED HAND STRIKE (PUNCH),385,"SCHOOL, PUBLIC, GROUNDS",1056058
50572,NO INJURY,1004,,1055917
50574,MISCELLANEOUS,539,CTA BUS STOP,1055061
50575,EXCESSIVE FORCE / ON DUTY - INJURY,105,POLICE FACILITY/VEH PARKING LOT,1054701
50576,NO INJURY,1004,RESIDENCE,1055917
50577,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,657,RESIDENCE,1056198
50578,EXCESSIVE FORCE / ON DUTY - INJURY,177,CTA PLATFORM,1055339
50579,MISCELLANEOUS,698,STREET,1055171
50580,DRAGGED,519,STREET,1055023
50581,DOMESTIC ALTERCATION - PHYSICAL ABUSE,1028,RESIDENCE,1055267
50582,KICKED,1064,STREET,1055250
50583,NO INJURY,1004,,1055917
50584,EXCESSIVE FORCE / ON DUTY - INJURY,1111,HOSPITAL BUILDING/GROUNDS,1055341
50585,CLOSED HAND STRIKE (PUNCH),106,STREET,1054561
50586,KICKED,314,SIDEWALK,1053913
50587,"RACIAL / ETHNIC, ETC.",261,STREET,1054658
50588,KICKED,790,STREET,1054611
50589,DOMESTIC INCIDENT - NOT PHYSICAL,1574,GOVERNMENT BUILDING/PROPERTY,1052430
50590,HANDCUFF TOO TIGHT,338,STREET,1055247
50591,MISCELLANEOUS,919,STREET,1054655
50592,EXCESSIVE FORCE / ON DUTY - NO INJURY,356,STREET,1054550
50593,CLOSED HAND STRIKE (PUNCH),1009,STREET,1055915
50594,PUSH/PULL/GRAB,84,PARK PROPERTY,1055276
50595,PUSH/PULL/GRAB,104,POLICE FACILITY/VEH PARKING LOT,1055613
50596,PUSH/PULL/GRAB,352,STREET,1056148
50597,PUSH/PULL/GRAB,104,POLICE FACILITY/VEH PARKING LOT,1055613
50598,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,112,STREET,1054586
50599,PUSH/PULL/GRAB,223,OTHER,1056016
50600,EXCESSIVE FORCE / ON DUTY - INJURY,212,STREET,1055928
50601,CLOSED HAND STRIKE (PUNCH),106,POLICE FACILITY/VEH PARKING LOT,1054561
50602,MISCELLANEOUS,614,STREET,1055343
50604,TASER (PROBE DISCHARGE),546,STREET,1055708
50605,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,97,STREET,1054825
50606,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,28,STREET,1055258
50607,DOMESTIC INCIDENT - NOT PHYSICAL,427,,1055671
50608,EXCESSIVE FORCE / ON DUTY - INJURY,660,STREET,1055205
50609,FALSE,21,GOVERNMENT BUILDING/PROPERTY,1054887
50610,EXCESSIVE FORCE / ON DUTY - NO INJURY,1012,APARTMENT,1056113
50611,MISCELLANEOUS,919,STREET,1054655
50612,HANDCUFF TOO TIGHT,135,PARK PROPERTY,1056116
50613,TAKE DOWN (THROWN TO GROUND),443,SIDEWALK,1055400
50614,MISCELLANEOUS,578,LAKEFRONT/WATERFRONT/RIVERBANK,1055580
50615,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,517,STREET,1055626
50616,EXCESSIVE FORCE / ON DUTY - INJURY,837,STREET,1055674
50617,CLOSED HAND STRIKE (PUNCH),571,GAS STATION,1055761
50618,MISCELLANEOUS,614,STREET,1055343
50619,DOMESTIC ALTERCATION - PHYSICAL ABUSE,1028,RESIDENCE,1055267
50620,EXCESSIVE FORCE / ON DUTY - INJURY,215,STREET,1055523
50621,CLOSED HAND STRIKE (PUNCH),401,SIDEWALK,1055410
50622,CLOSED HAND STRIKE (PUNCH),309,OTHER,1054253
50623,EXCESSIVE FORCE / ON DUTY - INJURY,461,STREET,1054071
50624,PUSH/PULL/GRAB,594,STREET,1055415
50625,EXCESSIVE FORCE / ON DUTY - INJURY,481,STREET,1055681
50626,"RACIAL / ETHNIC, ETC.",574,STREET,1055714
50627,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,885,STREET,1055398
50628,MISCELLANEOUS,158,STREET,1056079
50629,EXCESSIVE FORCE / ON DUTY - INJURY,1017,STREET,1054496
50630,MISCELLANEOUS,730,RESIDENCE PORCH/HALLWAY,1055395
50631,HANDCUFF TOO TIGHT,417,STREET,1055212
50632,MISCELLANEOUS,51,STREET,1055454
50633,ELBOW STRIKE,224,LIBRARY,1053775
50634,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,1019,RESIDENCE,1055463
50635,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,518,STREET,1054196
50636,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,77,RESIDENCE,1055485
50637,PROPER CARE - INJURY / DEATH,1693,POLICE FACILITY/VEH PARKING LOT,1055807
50638,EXCESSIVE FORCE / OFF DUTY - INJURY,526,BAR OR TAVERN,1055737
50639,PUSH/PULL/GRAB,729,RESIDENCE,1055079
50640,CLOSED HAND STRIKE (PUNCH),401,SIDEWALK,1055410
50641,EXCESSIVE FORCE / ON DUTY - INJURY,1111,HOSPITAL BUILDING/GROUNDS,1055341
50642,CHOKED,386,STREET,1055412
50643,MISCELLANEOUS,629,OTHER,1055162
50644,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,60,STREET,1054574
50645,EXCESSIVE FORCE / ON DUTY - INJURY,49,STREET,1054582
50646,"RACIAL / ETHNIC, ETC.",83,STREET,1053881
50647,TWISTED EXTREMITIES (WRIST/ARM/LEG),387,SIDEWALK,1054527
50648,MISCELLANEOUS,158,STREET,1056079
50649,EXCESSIVE FORCE / ON DUTY - NO INJURY,370,SIDEWALK,1055842
50651,MISCELLANEOUS,629,OTHER,1055162
50652,EXCESSIVE FORCE / ON DUTY - INJURY,481,STREET,1055681
50653,"IMPACT WEAPON - UNAUTHORIZED (FLASHLIGHT, HANDCUFFS, ETC)",801,STREET,1054695
50654,EXCESSIVE FORCE / OFF DUTY - NO INJURY,300,LAKEFRONT/WATERFRONT/RIVERBANK,1055460
50655,EXCESSIVE FORCE / ON DUTY - INJURY,357,STREET,1054108
50656,CLOSED HAND STRIKE (PUNCH),942,STREET,1055758
50657,ALTERCATION / DISTURBANCE - OTHER,677,POLICE FACILITY/VEH PARKING LOT,1054766
50658,IMPACT WEAPON - AUTHORIZED (BATON / ASP),683,VEHICLE NON-COMMERCIAL,1055558
50659,EXCESSIVE FORCE / ON DUTY - NO INJURY,428,SIDEWALK,1054935
50660,CLOSED HAND STRIKE (PUNCH),214,STREET,1054396
50661,CLOSED HAND STRIKE (PUNCH),362,STREET,1056062
50662,TWISTED EXTREMITIES (WRIST/ARM/LEG),318,POLICE FACILITY/VEH PARKING LOT,1054673
50663,CLOSED HAND STRIKE (PUNCH),241,STREET,1055183
50664,CLOSED HAND STRIKE (PUNCH),617,CTA GARAGE / OTHER PROPERTY,1055930
50665,DOMESTIC INCIDENT - NOT PHYSICAL,1476,RESIDENCE,1030609
50666,DOMESTIC INCIDENT - NOT PHYSICAL,1476,RESIDENCE,1030609
50667,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,112,STREET,1054586
50668,IMPACT WEAPON - AUTHORIZED (BATON / ASP),683,VEHICLE NON-COMMERCIAL,1055558
50669,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,18,POLICE FACILITY/VEH PARKING LOT,1056125
50670,EXCESSIVE FORCE / ON DUTY - INJURY,954,STREET,1051281
50671,DOMESTIC ALTERCATION - PHYSICAL ABUSE,2019,RESIDENCE,1055741
50672,INJURY,491,RESIDENCE,1045515
50673,HANDCUFF TOO TIGHT,134,APARTMENT,1053527
50674,CLOSED HAND STRIKE (PUNCH),571,GAS STATION,1055761
50675,PROPER CARE - INJURY / DEATH,1693,POLICE FACILITY/VEH PARKING LOT,1055807
50676,MISCELLANEOUS,482,STREET,1055799
50677,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,134,STREET,1055677
50678,MISCELLANEOUS,482,STREET,1055799
50679,CIVIL SUITS - THIRD PARTY ,90,RESIDENCE,1055980
50680,OPEN HAND STRIKE (SLAP),235,POLICE FACILITY/VEH PARKING LOT,1056091
50681,CLOSED HAND STRIKE (PUNCH),290,STREET,1056049
50682,EXCESSIVE FORCE / ON DUTY - INJURY,246,SMALL RETAIL STORE,1055611
50683,UNNECESSARY PHYSICAL CONTACT / OFF DUTY - NO INJURY,59,STREET,1055706
50684,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,77,RESIDENCE,1055485
50685,"RACIAL / ETHNIC, ETC.",574,STREET,1055714
50686,CIVIL SUITS - THIRD PARTY ,90,RESIDENCE,1055980
50687,EXCESSIVE FORCE / ON DUTY - NO INJURY,948,SIDEWALK,1055772
50688,DOMESTIC ALTERCATION - PHYSICAL ABUSE,2019,RESIDENTIAL YARD (FRONT/BACK),1055741
50689,OPEN HAND STRIKE (SLAP),235,POLICE FACILITY/VEH PARKING LOT,1056091
50690,EXCESSIVE FORCE / ON DUTY - NO INJURY,232,VACANT LOT/LAND,1056029
50691,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,134,STREET,1055677
50692,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,912,STREET,1055986
50693,MISCELLANEOUS,578,LAKEFRONT/WATERFRONT/RIVERBANK,1055580
50694,HANDCUFF TOO TIGHT,320,STREET,1055837
50695,EXCESSIVE FORCE / ON DUTY - INJURY,237,STREET,1056064
50696,IMPACT WEAPON - AUTHORIZED (BATON / ASP),531,POLICE FACILITY/VEH PARKING LOT,1051202
50697,EXCESSIVE FORCE / ON DUTY - NO INJURY,948,SIDEWALK,1055772
50698,EXCESSIVE FORCE / ON DUTY - NO INJURY,737,VACANT LOT/LAND,1055548
50699,KICKED,1064,STREET,1055250
50700,MISCELLANEOUS,503,STREET,1055947
50701,PUSH/PULL/GRAB,223,OTHER,1056016
50702,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,912,STREET,1055986
50703,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,928,POLICE FACILITY/VEH PARKING LOT,1033569
50704,CLOSED HAND STRIKE (PUNCH),632,STREET,1055462
50705,DOMESTIC INCIDENT - NOT PHYSICAL,427,,1055671
50706,CLOSED HAND STRIKE (PUNCH),617,CTA GARAGE / OTHER PROPERTY,1055930
50707,INJURY,732,RESIDENCE,1055541
50708,"RACIAL / ETHNIC, ETC.",631,STREET,1056138
50709,EXCESSIVE FORCE / ON DUTY - INJURY,212,RESIDENCE,1055928
50710,CLOSED HAND STRIKE (PUNCH),490,STREET,1056188
50711,EXCESSIVE FORCE / ON DUTY - INJURY,215,STREET,1055523
50712,PUSH/PULL/GRAB,94,STREET,1055868
50713,OPEN HAND STRIKE (SLAP),436,STREET,1055598
50714,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,517,STREET,1055626
50715,EXCESSIVE FORCE / ON DUTY - NO INJURY,448,PARKING LOT/GARAGE(NON.RESID.),1014037
50716,"RACIAL / ETHNIC, ETC.",1153,POLICE FACILITY/VEH PARKING LOT,1013445
50717,MISCELLANEOUS,1243,STREET,1014010
50718,MISCELLANEOUS,482,STREET,1009874
50719,EXCESSIVE FORCE / ON DUTY - INJURY,508,STREET,1008928
50720,CLOSED HAND STRIKE (PUNCH),396,,1008915
50721,MISCELLANEOUS,394,LAKEFRONT/WATERFRONT/RIVERBANK,1008963
50722,IMPACT WEAPON - AUTHORIZED (BATON / ASP),425,ALLEY,1008927
50724,"RACIAL / ETHNIC, ETC.",204,STREET,1009048
50725,CLOSED HAND STRIKE (PUNCH),328,STREET,1008974
50726,CHOKED,240,TAVERN/LIQUOR STORE,1008981
50727,MISCELLANEOUS,282,BAR OR TAVERN,1008901
50728,EXCESSIVE FORCE / ON DUTY - INJURY,253,JAIL / LOCK-UP FACILITY,1009019
50729,INJURY,272,APARTMENT,1008976
50730,EXCESSIVE FORCE / ON DUTY - NO INJURY,165,STREET,1008939
50731,MISCELLANEOUS,259,STREET,1009011
50732,IMPACT WEAPON - AUTHORIZED (BATON / ASP),425,ALLEY,1008927
50733,EXCESSIVE FORCE / ON DUTY - INJURY,151,STREET,1009058
50734,EXCESSIVE FORCE / ON DUTY - NO INJURY,165,STREET,1008939
50735,CLOSED HAND STRIKE (PUNCH),396,,1008915
50736,IMPACT WEAPON - AUTHORIZED (BATON / ASP),326,ALLEY,1009047
50737,PROPER CARE - INJURY / DEATH,1076,,1008909
50738,IMPACT WEAPON - AUTHORIZED (BATON / ASP),227,CTA PLATFORM,1009105
50739,MISCELLANEOUS,298,CTA PLATFORM,1008910
50740,USE OF PROFANITY,287,RESIDENCE PORCH/HALLWAY,1009065
50741,MISCELLANEOUS,1075,STREET,1009133
50742,MISCELLANEOUS,2553,,1009053
50743,EXCESSIVE FORCE / ON DUTY - INJURY,508,STREET,1008928
50744,CLOSED HAND STRIKE (PUNCH),328,STREET,1008974
50745,EXCESSIVE FORCE / ON DUTY - INJURY,210,STREET,1009109
50746,INJURY,272,APARTMENT,1008976
50747,MISUSE OF DEPARTMENT RECORDS,648,RESIDENCE,1008922
50748,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,213,SIDEWALK,1009091
50749,EXCESSIVE FORCE / ON DUTY - INJURY,620,,1009120
50750,CLOSED HAND STRIKE (PUNCH),936,STREET,1009070
50751,EXCESSIVE FORCE / ON DUTY - INJURY,143,STREET,1009123
50752,MISCELLANEOUS,221,STREET,1009079
50753,EXCESSIVE FORCE / ON DUTY - INJURY,152,,1009158
50754,DOMESTIC ALTERCATION - PHYSICAL ABUSE,228,RESIDENCE,1009073
50755,EXCESSIVE FORCE / ON DUTY - NO INJURY,377,SIDEWALK,1009137
50756,EXCESSIVE FORCE / ON DUTY - INJURY,253,JAIL / LOCK-UP FACILITY,1009019
50757,EXCESSIVE FORCE / ON DUTY - INJURY,267,RESIDENCE,1009197
50758,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,981,RESIDENCE,1009147
50759,MISCELLANEOUS,1075,ALLEY,1009133
50760,MISCELLANEOUS,234,SIDEWALK,1009131
50761,MISCELLANEOUS,148,,1009160
50762,EXCESSIVE FORCE / ON DUTY - INJURY,256,POLICE FACILITY/VEH PARKING LOT,1009166
50763,EXCESSIVE FORCE / ON DUTY - INJURY,151,STREET,1009058
50764,CHOKED,611,STREET,1009146
50765,"RACIAL / ETHNIC, ETC.",465,STREET,1009210
50766,EXCESSIVE FORCE / ON DUTY - INJURY,210,STREET,1009109
50767,MISCELLANEOUS,259,STREET,1009011
50768,"RACIAL / ETHNIC, ETC.",500,STREET,1009181
50769,"RACIAL / ETHNIC, ETC.",204,STREET,1009048
50770,USE OF PROFANITY,287,RESIDENCE PORCH/HALLWAY,1009065
50771,EXCESSIVE FORCE / ON DUTY - INJURY,56,CTA TRAIN,1009226
50772,DOMESTIC ALTERCATION - PHYSICAL ABUSE,228,RESIDENCE,1009073
50774,KICKED,205,,1009228
50775,IMPACT WEAPON - AUTHORIZED (BATON / ASP),326,ALLEY,1009047
50776,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,213,SIDEWALK,1009091
50777,CHOKED,240,TAVERN/LIQUOR STORE,1008981
50778,EXCESSIVE FORCE / ON DUTY - INJURY,832,RESIDENCE,1009215
50779,EXCESSIVE FORCE / ON DUTY - INJURY,143,STREET,1009123
50780,CLOSED HAND STRIKE (PUNCH),1276,RESIDENCE,1009237
50781,TAKE DOWN (THROWN TO GROUND),217,STREET,1009249
50782,EXCESSIVE FORCE / ON DUTY - INJURY,152,,1009158
50783,EXCESSIVE FORCE / ON DUTY - INJURY,256,POLICE FACILITY/VEH PARKING LOT,1009166
50784,EXCESSIVE FORCE / ON DUTY - NO INJURY,377,SIDEWALK,1009137
50785,IMPACT WEAPON - AUTHORIZED (BATON / ASP),227,CTA PLATFORM,1009105
50786,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,981,RESIDENCE,1009147
50787,EXCESSIVE FORCE / ON DUTY - INJURY,832,RESIDENCE,1009215
50788,EXCESSIVE FORCE / ON DUTY - INJURY,620,,1009120
50789,MISCELLANEOUS,880,,1009311
50790,"RACIAL / ETHNIC, ETC.",465,STREET,1009210
50791,"RACIAL / ETHNIC, ETC.",500,STREET,1009181
50792,EXCESSIVE FORCE / ON DUTY - INJURY,267,RESIDENCE,1009197
50793,MISCELLANEOUS,369,STREET,1009307
50794,IMPACT WEAPON - AUTHORIZED (BATON / ASP),556,RESIDENCE,1009304
50795,MISCELLANEOUS,414,STREET,1009250
50796,CLOSED HAND STRIKE (PUNCH),1276,RESIDENCE,1009237
50797,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,202,ALLEY,1009268
50798,CLOSED HAND STRIKE (PUNCH),684,STREET,1009336
50799,FIREARM DISCHARGE WITH HITS - HANDGUN,2169,STREET,1009279
50800,EXCESSIVE FORCE / ON DUTY - INJURY,155,"SCHOOL, PUBLIC, BUILDING",1009264
50802,CLOSED HAND STRIKE (PUNCH),613,STREET,1009298
50804,FIREARM DISCHARGE WITH HITS - HANDGUN,2169,STREET,1009279
50805,"RACIAL / ETHNIC, ETC.",222,,1009323
50806,CLOSED HAND STRIKE (PUNCH),684,STREET,1009336
50807,DOMESTIC INCIDENT - NOT PHYSICAL,941,STREET,1009335
50808,TASER DISCHARGE,136,RESTAURANT,1009355
50809,KICKED,205,,1009228
50811,INJURY,250,POLICE FACILITY/VEH PARKING LOT,1009327
50812,MISCELLANEOUS,234,SIDEWALK,1009131
50813,INJURY,250,POLICE FACILITY/VEH PARKING LOT,1009327
50814,VERBAL ABUSE,214,RESIDENCE,1009368
50816,CLOSED HAND STRIKE (PUNCH),471,STREET,1009361
50817,EXCESSIVE FORCE / ON DUTY - INJURY,135,STREET,1009357
50818,STALKING,224,BAR OR TAVERN,1009383
50819,NO INJURY,184,APARTMENT,1009436
50820,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,202,ALLEY,1009268
50821,STALKING,224,BAR OR TAVERN,1009383
50822,DOMESTIC INCIDENT - NOT PHYSICAL,284,RESIDENCE,1009426
50823,DOMESTIC INCIDENT - NOT PHYSICAL,941,STREET,1009335
50824,EXCESSIVE FORCE / ON DUTY - INJURY,776,POLICE FACILITY/VEH PARKING LOT,1009398
50825,EXCESSIVE FORCE / ON DUTY - INJURY,409,STREET,1009381
50826,EXCESSIVE FORCE / ON DUTY - INJURY,409,STREET,1009381
50827,CLOSED HAND STRIKE (PUNCH),613,STREET,1009298
50828,MISCELLANEOUS,219,STREET,1009401
50829,EXCESSIVE FORCE / ON DUTY - INJURY,139,RESIDENCE,1009429
50830,EXCESSIVE FORCE / ON DUTY - INJURY,56,CTA TRAIN,1009226
50831,MISCELLANEOUS,880,,1009311
50832,HARASSMENT,568,OTHER,1009443
50833,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,568,STREET,1009451
50834,EXCESSIVE FORCE / ON DUTY - INJURY,776,POLICE FACILITY/VEH PARKING LOT,1009398
50835,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,1006,STREET,1009463
50837,EXCESSIVE FORCE / ON DUTY - INJURY,279,STREET,1009441
50839,VERBAL ABUSE,214,RESIDENCE,1009368
50840,IMPACT WEAPON - AUTHORIZED (BATON / ASP),1257,ALLEY,1009450
50841,"IMPACT WEAPON - UNAUTHORIZED (FLASHLIGHT, HANDCUFFS, ETC)",371,RESIDENCE,1009446
50842,EXCESSIVE FORCE / ON DUTY - INJURY,1264,"SCHOOL, PUBLIC, BUILDING",1009478
50843,EXCESSIVE FORCE / ON DUTY - INJURY,587,,1009476
50844,EXCESSIVE FORCE / ON DUTY - INJURY,199,RESIDENCE,1009495
50845,TAKE DOWN (THROWN TO GROUND),217,STREET,1009249
50846,DOMESTIC INCIDENT - NOT PHYSICAL,284,RESIDENCE,1009426
50847,CLOSED HAND STRIKE (PUNCH),377,STREET,1009465
50848,PUSH/PULL/GRAB,795,STREET,1009509
50849,CLOSED HAND STRIKE (PUNCH),858,JAIL / LOCK-UP FACILITY,1009525
50850,MISCELLANEOUS,1088,STREET,1009540
50851,PUSH/PULL/GRAB,375,ALLEY,1009513
50852,NEGLECT OF DUTY,382,STREET,1009578
50853,EXCESSIVE FORCE / ON DUTY - INJURY,239,POLICE FACILITY/VEH PARKING LOT,1009600
50854,PUSH/PULL/GRAB,375,ALLEY,1009513
50855,IMPACT WEAPON - AUTHORIZED (BATON / ASP),1257,ALLEY,1009450
50856,MISCELLANEOUS,369,STREET,1009307
50857,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,568,STREET,1009451
50858,HARASSMENT,568,OTHER,1009443
50859,EXCESSIVE FORCE / ON DUTY - INJURY,279,STREET,1009441
50860,EXCESSIVE FORCE / ON DUTY - INJURY,587,,1009476
50861,MISCELLANEOUS,219,STREET,1009401
50862,MISCELLANEOUS,382,STREET,1009583
50863,EXCESSIVE FORCE / ON DUTY - INJURY,1401,STREET,1009613
50864,INJURY,706,RESIDENCE,1009585
50865,EXCESSIVE FORCE / ON DUTY - INJURY,1264,"SCHOOL, PUBLIC, BUILDING",1009478
50866,"RACIAL / ETHNIC, ETC.",218,,1009577
50867,PUSH/PULL/GRAB,795,STREET,1009509
50868,OPEN HAND STRIKE (SLAP),1283,POLICE FACILITY/VEH PARKING LOT,1009546
50869,NEGLECT OF DUTY,382,STREET,1009578
50870,OPEN HAND STRIKE (SLAP),1283,POLICE FACILITY/VEH PARKING LOT,1009546
50871,MISCELLANEOUS,394,STREET,1008963
50872,NO INJURY,184,APARTMENT,1009436
50873,DOMESTIC INCIDENT - NOT PHYSICAL,705,RESIDENCE,1009632
50874,"RACIAL / ETHNIC, ETC.",222,POLICE FACILITY/VEH PARKING LOT,1009323
50875,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,1006,STREET,1009463
50876,CLOSED HAND STRIKE (PUNCH),250,SIDEWALK,1009615
50877,"IMPACT WEAPON - UNAUTHORIZED (FLASHLIGHT, HANDCUFFS, ETC)",371,RESIDENCE,1009446
50879,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,250,RESIDENCE,1009625
50880,"RACIAL / ETHNIC, ETC.",218,,1009577
50881,EXCESSIVE FORCE / ON DUTY - INJURY,155,"SCHOOL, PUBLIC, BUILDING",1009264
50882,EXCESSIVE FORCE / ON DUTY - INJURY,393,LIBRARY,1009647
50883,TAKE DOWN (THROWN TO GROUND),214,STREET,1009655
50884,EXCESSIVE FORCE / ON DUTY - INJURY,227,STREET,1009685
50885,EXCESSIVE FORCE / ON DUTY - INJURY,139,RESIDENCE,1009429
50886,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,247,,1009701
50887,EXCESSIVE FORCE / ON DUTY - INJURY,393,LIBRARY,1009647
50888,PROPER CARE - INJURY / DEATH,109,,1009723
